Lake Worth Corridor,wikidataId/Q2329916,n/a,n/a
Loxahatchee,wikidataId/Q6694240,n/a,1028
Palm Beach,geoId/1254025,3.4,24090
Palm Beach Shores,geoId/1254150,n/a,628
Palm Springs,geoId/1254450,4,8236
Riviera Beach,geoId/1260975,n/a,42747
Royal Palm Beach,geoId/1262100,n/a,38603
Royal Palm Estates,geoId/1262118,n/a,874
South Bay,geoId/1267175,n/a,806
West Boca Raton,wikidataId/Q16155304,4.1,41691
West Palm Beach CCD,geoId/1209993614,n/a,59843
Westgate,geoId/1276290,n/a,n/a
Algonac,geoId/2601180,n/a,1768
Berlin,geoId/2614707760,n/a,n/a
Brockway,geoId/2614710820,n/a,n/a
Burtchville,geoId/2614712020,n/a,n/a
Casco,geoId/2614713720,n/a,n/a
China,geoId/2614715540,n/a,n/a
Clay,geoId/2614716180,n/a,n/a
Clyde,geoId/2614716760,n/a,n/a
Columbus,geoId/2614717520,n/a,n/a
Cottrellville,geoId/2614718400,n/a,n/a
East China,geoId/2614723820,n/a,n/a
Emmett,geoId/2625940,n/a,954
Emmett Township,geoId/2625960,n/a,n/a
Fort Gratiot Township,geoId/2629760,n/a,4287
Grant,geoId/2614734420,n/a,n/a
Greenwood,geoId/2614735220,n/a,n/a
Ira,geoId/2614740920,n/a,n/a
Kenockee,geoId/2614742740,n/a,n/a
Kimball,geoId/2614743160,n/a,n/a
Lynn,geoId/2614749800,n/a,n/a
Marine City,geoId/2651600,n/a,1832
Marysville,geoId/2652080,n/a,4205
Memphis,geoId/2652960,n/a,152
Mussey,geoId/2614756380,n/a,n/a
Port Huron,geoId/2665820,n/a,12381
Port Huron Township,geoId/2665840,n/a,n/a
Port Huron charter,geoId/2614765840,n/a,4048
Richmond,geoId/2668380,n/a,0
Riley,geoId/2614768620,n/a,n/a
St. Clair,geoId/2670680,n/a,2595
St. Clair,geoId/2614770680,n/a,2322
St. Clair Township,geoId/2670700,n/a,n/a
Wales,geoId/2614782900,n/a,n/a
Yale,geoId/2689000,n/a,805
Kissimmee,geoId/1236950,n/a,50909
St. Cloud,geoId/1262625,n/a,45847
Albee,geoId/2614500920,n/a,n/a
Birch Run,geoId/2608540,n/a,2436
Birch Run Township,geoId/2608560,n/a,n/a
Blumfield,geoId/2614509400,n/a,n/a
Brady,geoId/2614509940,n/a,n/a
Brant,geoId/2614510100,n/a,n/a
Bridgeport,geoId/2610440,n/a,n/a
Bridgeport charter,geoId/2614510460,n/a,4182
Buena Vista,geoId/2611555,n/a,n/a
Buena Vista charter,geoId/2614511560,n/a,3697
Carrollton,wikidataId/Q33428769,n/a,2277
Carrollton Township,geoId/2613540,n/a,n/a
Chapin,geoId/2614514660,n/a,n/a
Chesaning,geoId/2615140,n/a,1855
Chesaning Township,geoId/2615160,n/a,n/a
Frankenmuth,geoId/2630200,n/a,728
Frankenmuth,geoId/2614530200,n/a,2356
Frankenmuth Township,geoId/2630220,n/a,n/a
Fremont,geoId/2614530720,n/a,n/a
James,geoId/2614541480,n/a,n/a
Jonesfield,geoId/2614541900,n/a,n/a
Kochville,geoId/2614543800,n/a,n/a
Lakefield,geoId/2614544560,n/a,n/a
Maple Grove,geoId/2614551060,n/a,n/a
Marion,geoId/2614551700,n/a,n/a
Richland,geoId/2614568340,n/a,n/a
Saginaw,geoId/2670520,n/a,19682
Saginaw Charter Township,geoId/2670540,3.3,n/a
Saginaw Township North,geoId/2670545,n/a,n/a
Saginaw Township South,geoId/2670550,n/a,n/a
Saginaw charter,geoId/2614570540,n/a,17797
Spaulding,geoId/2614575480,n/a,n/a
St. Charles,geoId/2670640,n/a,1354
St. Charles Township,geoId/2670660,n/a,n/a
Swan Creek,geoId/2614577660,n/a,n/a
Taymouth,geoId/2614579100,n/a,n/a
Thomas,geoId/2614579520,n/a,n/a
Tittabawassee,geoId/2614579840,n/a,n/a
Zilwaukee,geoId/2689320,n/a,35
Zilwaukee,geoId/2614589320,n/a,635
Zilwaukee Township,geoId/2689340,n/a,n/a
Apopka,geoId/1201700,n/a,33802
Bay Hill,geoId/1204070,n/a,29
Lake Buena Vista,geoId/1237625,n/a,6086
Lake Butler,wikidataId/Q35710592,n/a,n/a
Lake Hart,geoId/1238012,n/a,217
Lake Mary Jane,geoId/1238430,n/a,738
Orlando,geoId/1253000,n/a,226317
Pine Castle,geoId/1256500,n/a,22192
Union Park,geoId/1273075,n/a,76590
Winter Garden,geoId/1278250,n/a,35451
Winter Park,geoId/1278300,3.7,12631
Au Sable,geoId/2614304320,n/a,n/a
Backus,geoId/2614304720,n/a,n/a
Denton,geoId/2614321640,n/a,n/a
Gerrish,geoId/2614331960,n/a,n/a
Higgins,geoId/2614338020,n/a,n/a
Higgins Township,geoId/2638020,n/a,n/a
Houghton Lake,geoId/2639400,n/a,n/a
Lake,geoId/2614344400,n/a,n/a
Lyon,geoId/2614349840,n/a,n/a
Markey,geoId/2614351780,n/a,n/a
Nester,geoId/2614356980,n/a,n/a
Richfield,geoId/2614368200,n/a,n/a
Roscommon,geoId/2669540,n/a,1797
Roscommon Township,geoId/2669560,n/a,n/a
Okeechobee,geoId/1251200,n/a,11374
Allis,geoId/2614101480,n/a,n/a
Bearinger,geoId/2614106400,n/a,n/a
Belknap,geoId/2614106920,n/a,n/a
Bismarck,geoId/2614108700,n/a,n/a
Case,geoId/2614113740,n/a,n/a
Krakow,geoId/2614143900,n/a,n/a
Metz,geoId/2614153440,n/a,n/a
Moltke,geoId/2614154860,n/a,n/a
North Allis,geoId/2614157940,n/a,n/a
Ocqueoc,geoId/2614160160,n/a,n/a
Onaway,geoId/2660680,n/a,360
Posen,geoId/2666000,n/a,360
Posen Township,geoId/2666020,n/a,n/a
Presque Isle,geoId/2614166340,n/a,310
Presque Isle Township,geoId/2666340,n/a,n/a
Pulawski,geoId/2614166460,n/a,n/a
Rogers,geoId/2614169240,n/a,1188
Rogers City,geoId/2614169260,n/a,1188
Rogers Township,geoId/2669240,n/a,n/a
Baker,wikidataId/Q4849091,n/a,2912
Crestview,geoId/1215475,n/a,17650
Eglin AFB,geoId/1220050,n/a,1193
Eglin Village,wikidataId/Q49349556,n/a,n/a
Fort Walton Beach,geoId/1224475,n/a,41140
Laurel Hill,geoId/1239650,n/a,799
Beaver,geoId/1907590159,n/a,n/a
Black Hawk,geoId/1907590249,n/a,n/a
Clay,geoId/1907590675,n/a,n/a
Colfax,geoId/1907590762,n/a,n/a
Fairfield,geoId/1907591281,n/a,n/a
Felix,geoId/1907591329,n/a,n/a
German,geoId/1907591560,n/a,n/a
Grant,geoId/1907591656,n/a,n/a
Lincoln,geoId/1907592550,n/a,n/a
Melrose,geoId/1907592907,n/a,n/a
Palermo,geoId/1907593258,n/a,n/a
Pleasant Valley,geoId/1907593414,n/a,n/a
Shiloh,geoId/1907593882,n/a,n/a
Washington,geoId/1907594500,n/a,n/a
Greeleyville,geoId/4530535,n/a,940
Hemingway,geoId/4533145,n/a,1841
Kingstree,geoId/4538590,n/a,5183
Lane,geoId/4540210,n/a,1011
Trio,wikidataId/Q14709666,n/a,964
Sherwood Shores,geoId/4867554,n/a,n/a
Brasstown,wikidataId/Q4957962,n/a,913
Brasstown Township,wikidataId/Q4957967,n/a,n/a
Hayesville,geoId/3730280,n/a,1932
Hiawassee Township,wikidataId/Q6029239,n/a,n/a
Tusquittee,geoId/3704393792,n/a,n/a
New Berlin,geoId/4850796,3.2,26524
Seguin,geoId/4866644,n/a,16216
Staples,wikidataId/Q974656,n/a,100
Bristol,geoId/1907390342,n/a,n/a
Cedar,geoId/1907390537,n/a,n/a
Dawson,geoId/1907390897,n/a,n/a
Franklin,geoId/1907391404,n/a,n/a
Grant,geoId/1907391653,n/a,n/a
Greenbrier,geoId/1907391746,n/a,n/a
Hardin,geoId/1907391830,n/a,n/a
Highland,geoId/1907391932,n/a,n/a
Jackson,geoId/1907392115,n/a,n/a
Jefferson,geoId/1939450,n/a,1764
Junction,geoId/1907392286,n/a,n/a
Kendrick,geoId/1907392304,n/a,n/a
Paton,geoId/1961815,n/a,167
Paton Township,geoId/1993276,n/a,n/a
Scranton,geoId/1971310,n/a,334
Scranton Township,geoId/1993804,n/a,n/a
Washington,geoId/1907394497,n/a,n/a
Willow,geoId/1907394746,n/a,n/a
Abernathy,geoId/4800160,n/a,993
Hale Center,geoId/4831820,n/a,999
Petersburg,geoId/4856996,n/a,467
Plainview,geoId/4857980,n/a,8687
Blairsburg,geoId/1906760,n/a,95
Blairsburg Township,geoId/1990264,n/a,n/a
Cass,geoId/1907990504,n/a,n/a
Clear Lake,geoId/1907990722,n/a,n/a
Ellsworth,geoId/1925050,n/a,211
Ellsworth Township,geoId/1991212,n/a,n/a
Freedom,geoId/1907991446,n/a,n/a
Fremont,geoId/1907991476,n/a,n/a
Hamilton,geoId/1907991812,n/a,n/a
Independence,geoId/1907992019,n/a,n/a
Jewell Junction,wikidataId/Q1931648,n/a,488
Liberty,geoId/1907992454,n/a,n/a
Lincoln,geoId/1907992553,n/a,n/a
Lyon,geoId/1907992739,n/a,n/a
Marion,geoId/1907992850,n/a,n/a
Rose Grove,geoId/1907993696,n/a,n/a
Scott,geoId/1907993783,n/a,n/a
Webster,geoId/1907994623,n/a,3450
Webster City,geoId/1907994633,n/a,3450
Webster Township,geoId/1994623,n/a,n/a
Williams,geoId/1985800,n/a,204
Williams Township,geoId/1994737,n/a,n/a
Alden,geoId/4605900780,n/a,n/a
Alpha,geoId/4605901100,n/a,n/a
Bates,geoId/4605903820,n/a,n/a
Burdette,geoId/4605908540,n/a,n/a
Campbell,geoId/4605909220,n/a,n/a
Carlton,geoId/4605909940,n/a,n/a
Cedar,geoId/4605910700,n/a,n/a
Como,geoId/4605913540,n/a,n/a
Florence,geoId/4605921900,n/a,n/a
Gilbert,geoId/4605924340,n/a,n/a
Glendale,geoId/4605924500,n/a,n/a
Grand,geoId/4605925100,n/a,n/a
Greenleaf,geoId/4605925980,n/a,n/a
Hiland,geoId/4605929060,n/a,n/a
Holden,geoId/4605929660,n/a,n/a
Hulbert,geoId/4605930860,n/a,n/a
Linn,geoId/4605937780,n/a,n/a
Logan,geoId/4605938260,n/a,n/a
Midland,geoId/4605942180,n/a,n/a
Miller,geoId/4642460,n/a,95
Miller,geoId/4605942460,n/a,722
Miller Township,geoId/4642500,n/a,n/a
Mondamin,geoId/4605943300,n/a,n/a
Ohio,geoId/4605946580,n/a,n/a
Ontario,geoId/4605947220,n/a,n/a
Park,geoId/4605948340,n/a,n/a
Pearl,geoId/4605948700,n/a,n/a
Plato,geoId/4605950220,n/a,n/a
Pleasant Valley,geoId/4605950820,n/a,n/a
Ree Heights,geoId/4653940,n/a,32
Ree Heights UT,geoId/4605953980,n/a,5
Riverside,geoId/4605955100,n/a,n/a
Rockdale,geoId/4605955420,n/a,n/a
Rose Hill,geoId/4605956220,n/a,n/a
Spring Hill,geoId/4605960780,n/a,n/a
Spring Lake,geoId/4605960820,n/a,13
Spring Lake Township,geoId/4660820,n/a,n/a
St. Lawrence,geoId/4657180,n/a,82
St. Lawrence,geoId/4605957220,n/a,76
St. Lawrence Township,geoId/4657220,n/a,n/a
Wessington,geoId/4670140,n/a,8
Wheaton,geoId/4605970860,n/a,n/a
York,geoId/4605973260,n/a,n/a
Belmont,geoId/3809705940,n/a,n/a
Bingham,geoId/3809707060,n/a,n/a
Blanchard,wikidataId/Q881383,n/a,3
Blanchard,geoId/3809707660,n/a,20
Blanchard Township,geoId/3807660,n/a,n/a
Bloomfield,geoId/3809707820,n/a,n/a
Bohnsack,geoId/3809708140,n/a,n/a
Buxton,geoId/3811340,n/a,171
Buxton,geoId/3809711380,n/a,17
Buxton Township,geoId/3811380,n/a,n/a
Caledonia,geoId/3811500,n/a,30
Caledonia Township,geoId/3811540,n/a,n/a
Clifford,geoId/3814740,n/a,14
Eldorado,geoId/3809722820,n/a,n/a
Elm River,geoId/3809723740,n/a,n/a
Ervin,geoId/3809724740,n/a,n/a
Galesburg,geoId/3828980,n/a,86
Galesburg,geoId/3809729020,n/a,34
Galesburg Township,geoId/3829020,n/a,n/a
Garfield,geoId/3809729300,n/a,n/a
Grandin,geoId/3832300,n/a,0
Greenfield,wikidataId/Q5603936,n/a,20
Greenfield Township,geoId/3833340,n/a,n/a
Hatton,geoId/3836100,n/a,327
Herberg,geoId/3809737460,n/a,n/a
Hillsboro,geoId/3838100,n/a,710
Hillsboro,geoId/3809738140,n/a,42
Hillsboro Township,geoId/3838140,n/a,n/a
Kelso,geoId/3809741860,n/a,n/a
Lindaas,geoId/3809746860,n/a,n/a
Mayville,geoId/3851500,n/a,746
Mayville,geoId/3809751540,n/a,90
Mayville Township,geoId/3851540,n/a,n/a
Morgan,geoId/3809754380,n/a,n/a
Norman,geoId/3809757540,n/a,n/a
Norway,geoId/3809758540,n/a,n/a
Portland,geoId/3863900,n/a,285
Reynolds,geoId/3866260,n/a,96
Roseville,geoId/3809768500,n/a,n/a
Stavanger,geoId/3809775700,n/a,n/a
Viking,geoId/3809782180,n/a,n/a
Wold,geoId/3809787100,n/a,n/a
Clarkesville,geoId/1316460,n/a,5421
Cornelia,geoId/1319728,n/a,8370
Blooming Grove,geoId/4808788,n/a,1530
Corsicana,geoId/4817060,n/a,12163
Dawson,geoId/4819420,n/a,1271
Kerens,geoId/4838992,n/a,1285
Rice,geoId/4861736,n/a,1148
District 1,geoId/2203994051,n/a,702
District 11,geoId/2203995560,n/a,853
District 12,geoId/2203995626,n/a,855
District 13,geoId/2203995674,n/a,447
District 2,geoId/2203994255,n/a,1052
District 3,geoId/2203994435,n/a,1228
District 4,geoId/2203994612,n/a,1104
District 5,geoId/2203994813,n/a,1076
District 6,geoId/2203994981,n/a,920
District 7,geoId/2203995134,n/a,1008
District 8,geoId/2203995272,n/a,1125
District 9,geoId/2203995389,n/a,781
Ville Platte,geoId/2278715,n/a,n/a
Dayton,geoId/3217500,n/a,6555
Fernley,geoId/3224900,n/a,7241
Silver City,geoId/3266800,n/a,n/a
Silver Springs,geoId/3267200,n/a,1906
Silver Springs CCD,geoId/3201994777,n/a,2838
Smith,wikidataId/Q3452109,n/a,672
Smith Valley CCD,geoId/3201994784,n/a,723
Yerington,geoId/3285400,n/a,3171
Matador,geoId/4847004,n/a,432
Garrison,geoId/4829060,n/a,1012
Nacogdoches,geoId/4850256,n/a,18963
Redfield,geoId/4861040,n/a,n/a
,wikidataId/Q6032432,n/a,n/a
Bogue,geoId/3704790316,n/a,n/a
Bolton,geoId/3706860,n/a,633
Bolton Township,wikidataId/Q6027436,n/a,n/a
Bug Hill,geoId/3704790436,n/a,n/a
Cerro Gordo,geoId/3711620,n/a,892
Cerro Gordo Township,wikidataId/Q6027851,n/a,n/a
Chadbourn,geoId/3711640,n/a,2300
Chadbourn Township,wikidataId/Q6027854,n/a,n/a
Delco,wikidataId/Q2918728,n/a,103
Fair Bluff,geoId/3722240,n/a,606
Fair Bluff Township,wikidataId/Q6028548,n/a,n/a
Lees,geoId/3704791764,n/a,n/a
Ransom,geoId/3704792624,n/a,n/a
South Williams,geoId/3704793072,n/a,n/a
Tatums,geoId/3704793216,n/a,n/a
Waccamaw,geoId/3704793872,n/a,n/a
Whiteville,geoId/3773600,n/a,2227
Whiteville,geoId/3704794000,n/a,4997
Whiteville Township,wikidataId/Q6032572,n/a,n/a
Williams,geoId/3704794020,n/a,n/a
Dumas,geoId/4821556,n/a,5928
Sunray,geoId/4871180,n/a,698
Daingerfield,geoId/4818464,n/a,3318
Naples,geoId/4850316,n/a,1730
Arne,geoId/3800503180,n/a,n/a
Aurora,geoId/3800503860,n/a,n/a
Brinsmade,geoId/3809460,n/a,11
East Fork,geoId/3800521620,n/a,n/a
Esmond,geoId/3824780,n/a,20
Esmond,geoId/3800524780,n/a,58
Fort Totten,geoId/3827700,n/a,397
Hesper,wikidataId/Q14708323,n/a,21
Isabel,wikidataId/Q6077537,n/a,23
Knox,geoId/3843260,n/a,9
Knox,geoId/3800543260,n/a,14
Lallie,wikidataId/Q6480495,n/a,133
Lallie North,wikidataId/Q5969623,n/a,n/a
Lallie North UT,geoId/3800544425,n/a,6
Lallie Township,geoId/3844420,n/a,n/a
Leeds,geoId/3845580,n/a,14
Leeds,geoId/3800545580,n/a,248
Maddock,geoId/3849620,n/a,204
Minco,geoId/3800553060,n/a,n/a
Minnewaukan,geoId/3853220,n/a,95
Mission,geoId/3800553580,n/a,n/a
North Viking,geoId/3800558180,n/a,n/a
Oberon,geoId/3859020,n/a,21
Oberon,geoId/3800559020,n/a,32
Oberon Township,geoId/3859060,n/a,n/a
Pleasant Lake,wikidataId/Q7203893,n/a,31
Riggin,geoId/3800566820,n/a,n/a
Rock,geoId/3800567300,n/a,n/a
South Viking,geoId/3800574380,n/a,n/a
Twin Lake,geoId/3800580380,n/a,32
Twin Tree Township,geoId/3880420,n/a,n/a
Warwick,geoId/3883580,n/a,30
Warwick,geoId/3800583580,n/a,26
Warwick Township,geoId/3883620,n/a,n/a
West Antelope,geoId/3800584540,n/a,n/a
West Bay,geoId/3800584620,n/a,25
West Bay Township,geoId/3884620,n/a,n/a
Wood Lake,geoId/3800587420,n/a,n/a
York,geoId/3887860,n/a,14
York,geoId/3800587900,n/a,9
Medora,geoId/3851900,n/a,60
North Billings UT,geoId/3800757710,n/a,n/a
South Billings UT,geoId/3800774070,n/a,n/a
Franklin,geoId/2907925606,n/a,n/a
Harrison,geoId/2907930520,n/a,n/a
Jackson,geoId/2907935810,n/a,n/a
Jefferson,geoId/2907936800,n/a,n/a
Leisure Lake,geoId/2941417,n/a,n/a
Liberty,geoId/2907942122,n/a,n/a
Lincoln,geoId/2907942734,n/a,n/a
Madison,geoId/2907945380,n/a,n/a
Marion,geoId/2907946028,n/a,n/a
Myers,geoId/2907950978,n/a,n/a
Taylor,geoId/2907972484,n/a,n/a
Trenton,geoId/2973816,n/a,2513
Washington,geoId/2907977470,n/a,n/a
Wilson,geoId/2907980224,n/a,n/a
Beisigl,geoId/3800105700,n/a,n/a
Bucyrus,geoId/3810300,n/a,6
Bucyrus,geoId/3800110300,n/a,9
Bucyrus Township,geoId/3810340,n/a,n/a
Cedar,geoId/3800113100,n/a,n/a
Cedar Township,geoId/3813100,n/a,n/a
Central Adams,wikidataId/Q5060263,n/a,29
Chandler,geoId/3800113500,n/a,n/a
Clermont,geoId/3800114620,n/a,n/a
Darling Springs,geoId/3800118100,n/a,n/a
Duck Creek,geoId/3800120700,n/a,n/a
East Adams UT,geoId/3800121495,n/a,n/a
Gilstrap,geoId/3800130340,n/a,n/a
Haynes,geoId/3836540,n/a,15
Hettinger,geoId/3837700,n/a,120
Hettinger,geoId/3800137700,n/a,555
Hettinger Township,geoId/3837740,n/a,n/a
Holden Township,wikidataId/Q5879554,n/a,0
Lightning Creek,geoId/3800146500,n/a,n/a
Maine,geoId/3800149780,n/a,n/a
North Lemmon,wikidataId/Q7055937,n/a,n/a
Orange,geoId/3800159620,n/a,n/a
Reeder,geoId/3865900,n/a,11
Reeder,geoId/3800165900,n/a,79
Reeder Township,geoId/3865940,n/a,n/a
Scott,geoId/3800171380,n/a,n/a
South Fork,geoId/3800174140,n/a,n/a
Taylor Butte,geoId/3800178220,n/a,n/a
West Adams UT,geoId/3800184480,n/a,n/a
Wolf Butte,geoId/3800187140,n/a,n/a
Alta,geoId/3800301780,n/a,n/a
Anderson,geoId/3800302300,n/a,n/a
Ashtabula,geoId/3800303580,n/a,n/a
Baldwin,geoId/3800304340,n/a,n/a
Binghampton,geoId/3800307100,n/a,n/a
Brimer,geoId/3800309420,n/a,n/a
Cuba,wikidataId/Q5191935,n/a,28
Cuba Township,wikidataId/Q5191958,n/a,n/a
Dazey,geoId/3818340,n/a,39
Dazey,geoId/3800318340,n/a,41
Dazey Township,wikidataId/Q5243675,n/a,n/a
Eckelson,wikidataId/Q5332873,n/a,63
Eckelson Township,wikidataId/Q5332875,n/a,n/a
Edna,geoId/3800322460,n/a,n/a
Ellsbury,geoId/3800323500,n/a,n/a
Fingal,geoId/3826380,n/a,62
Getchell,geoId/3800330060,n/a,n/a
Grand Prairie,geoId/3800332340,n/a,n/a
Green,geoId/3800333020,n/a,n/a
Greenland,geoId/3800333380,n/a,n/a
Hemen,geoId/3800337180,n/a,n/a
Hobart,geoId/3800338300,n/a,n/a
Kathryn,geoId/3841500,n/a,35
Lake Town,geoId/3800343980,n/a,n/a
Leal,geoId/3845460,n/a,10
Litchville,geoId/3847140,n/a,87
Mansfield,geoId/3800350340,n/a,n/a
Marsh,geoId/3800350900,n/a,n/a
Meadow Lake,geoId/3800351700,n/a,n/a
Minnie Lake,geoId/3800353340,n/a,n/a
Nelson,geoId/3800355820,n/a,n/a
Noltimier,geoId/3800357140,n/a,n/a
Nome,geoId/3857180,n/a,20
Norma,geoId/3800357420,n/a,n/a
Oakhill,geoId/3800358780,n/a,n/a
Oriska,geoId/3859660,n/a,37
Oriska,geoId/3800359660,n/a,54
Oriska Township,wikidataId/Q7102835,n/a,n/a
Pierce,geoId/3800362460,n/a,n/a
Pillsbury,geoId/3862540,n/a,7
Potter,geoId/3800364020,n/a,n/a
Raritan,geoId/3800365380,n/a,n/a
Rogers,geoId/3867620,n/a,24
Rogers,geoId/3800367660,n/a,11
Rogers Township,wikidataId/Q7359350,n/a,n/a
Rosebud,geoId/3800368140,n/a,n/a
Sanborn,geoId/3870380,n/a,81
Sibley,geoId/3872820,n/a,26
Sibley Trail,geoId/3800372940,n/a,40
Sibley Trail Township,wikidataId/Q7507217,n/a,n/a
Skandia,geoId/3800373500,n/a,n/a
Spring Creek,geoId/3800374900,n/a,n/a
Springvale,geoId/3800375100,n/a,n/a
Stewart,geoId/3800376020,n/a,n/a
Svea,geoId/3800377300,n/a,n/a
Thordenskjold,geoId/3800378700,n/a,n/a
Tower City,geoId/3879340,n/a,0
Uxbridge,geoId/3800380980,n/a,n/a
Valley,geoId/3800381080,n/a,3164
Valley City,geoId/3800381180,n/a,3164
Valley Township,wikidataId/Q928622,n/a,n/a
Weimer,geoId/3800384220,n/a,n/a
Wimbledon,geoId/3886620,n/a,114
Creston,geoId/1917265,n/a,3299
Dodge,geoId/1917591011,n/a,n/a
Douglas,geoId/1917591065,n/a,n/a
Grant,geoId/1917591713,n/a,n/a
Highland,geoId/1917591947,n/a,n/a
Jones,geoId/1917592280,n/a,n/a
Lincoln,geoId/1917592622,n/a,n/a
New Hope,geoId/1917593084,n/a,n/a
Platte,geoId/1917593351,n/a,n/a
Pleasant,geoId/1917593378,n/a,n/a
Sand Creek,geoId/1917593753,n/a,n/a
Spaulding,geoId/1917593954,n/a,n/a
Union,geoId/1917594272,n/a,n/a
Boeuf,geoId/2907306814,n/a,n/a
Boulware,geoId/2907307462,n/a,n/a
Bourbois,geoId/2907307480,n/a,n/a
Brush Creek,geoId/2907309100,n/a,n/a
Canaan,geoId/2907311008,n/a,n/a
Clay,geoId/2907314356,n/a,n/a
Richland,geoId/2907361490,n/a,n/a
Roark,geoId/2907362336,n/a,n/a
Third Creek,geoId/2907372934,n/a,n/a
Boeuf,geoId/2907106796,n/a,n/a
Boles,geoId/2907106958,n/a,n/a
Boone,geoId/2907107192,n/a,n/a
Calvey,geoId/2907110630,n/a,n/a
Central,geoId/2907112754,n/a,n/a
Lyon,geoId/2907144714,n/a,n/a
Meramec,geoId/2907147396,n/a,n/a
New Haven,geoId/2951914,n/a,744
New Haven Township,geoId/2951932,n/a,n/a
Oak Grove Village,wikidataId/Q3448439,n/a,159
Prairie,geoId/2907159528,n/a,n/a
St. Clair,geoId/2964136,n/a,2105
St. Johns Township,geoId/2964496,n/a,n/a
Union,geoId/2974626,n/a,7426
Union Township,geoId/2974644,n/a,n/a
Washington,geoId/2977416,n/a,5810
Washington Township,geoId/2977434,n/a,n/a
Amity,geoId/3800902100,n/a,n/a
Antler,geoId/3802660,n/a,15
Antler,geoId/3800902700,n/a,33
Antler Township,geoId/3802700,n/a,n/a
Bentinck,geoId/3800906020,n/a,n/a
Blaine,geoId/3800907540,n/a,n/a
Bottineau,geoId/3808460,n/a,933
Brander,geoId/3800909060,n/a,n/a
Cecil Township,geoId/3813060,n/a,n/a
Chatfield,geoId/3800913780,n/a,n/a
Cordelia,geoId/3800915980,n/a,n/a
Cut Bank,geoId/3800917540,n/a,n/a
Dalen,geoId/3800917780,n/a,n/a
Eidsvold,geoId/3800922620,n/a,n/a
Elms,geoId/3800923780,n/a,n/a
Elysian,geoId/3800923980,n/a,n/a
Gardena,geoId/3829180,n/a,14
Haram,geoId/3800935220,n/a,n/a
Hastings,geoId/3800936060,n/a,n/a
Hoffman,geoId/3800938380,n/a,n/a
Homen,geoId/3800938540,n/a,n/a
Kane,geoId/3800941300,n/a,n/a
Kramer,geoId/3843500,n/a,26
Landa,geoId/3844700,n/a,34
Lansford,geoId/3844900,n/a,8
Lansford,geoId/3800944900,n/a,129
Lansford Township,geoId/3844940,n/a,n/a
Lewis,geoId/3800946260,n/a,n/a
Lordsburg,geoId/3800948060,n/a,n/a
Maxbass,geoId/3851420,n/a,47
